Material_Name,Material_ID,Workflow_Status,Max_Distortion (Å),Spontaneous_Strain (unitless),Symmetry_Change (Delta_SG),Bandgap (eV),Avg_Distortion (Å),Structural_Delta,Volume_Change_Ratio,Delta_Bandgap (eV),Delta_E (eV/atom),Ps (uC/cm2),Label
H8S(NO2)2,mp-24468,COMPLETED,1.0931,0.0313,29,5.0725999999999996,0.3433,0.332,0.01173436076653544,0.08559999999999945,0.00734995100000102,0.0017976311255299793,ferroelectric
UTe5,mp-651772,DEFUSED,0.1465,0.0085,29,0.0,0.0746,0.074,-0.01287196447511031,0.0,null,null,none_ferroelectric
CrO3,mp-779941,COMPLETED,1.2958,0.0604,29,1.5745,1.1403,0.507,0.005165251092084989,0.32930000000000015,0.02137357750000035,0.370531454996211,ferroelectric
FeHO2,mp-625268,DEFUSED,1.1392,0.0189,29,1.9719000000000002,1.0532,0.414,0.06892033189238157,-0.20860000000000034,null,null,none_ferroelectric
KEr2F7,mp-27925,COMPLETED,0.182,0.0003,29,6.9426000000000005,0.02,0.006,4.191507903443956e-05,0.06670000000000087,-5.0101999999441205e-05,1.527275485606641,ferroelectric
PbCN2,mp-619032,COMPLETED,0.114,0.0085,29,1.8531999999999997,0.0707,0.051,-0.027717466957006734,0.029100000000000126,-0.003248878750000017,10.543112956925123,ferroelectric
FeHO2,mp-625268,DEFUSED,0.8095,0.0182,29,1.9719000000000002,0.5106,0.259,0.061998970300644426,-0.21799999999999975,null,null,none_ferroelectric
TiCdO3,mp-5052,COMPLETED,0.1204,0.0041,29,2.4146,0.0824,0.027,0.011744022756232085,0.30580000000000007,0.0035632195000001587,34.83230967737538,ferroelectric
InBiO3,mp-556892,COMPLETED,1.374,0.0089,29,2.7737,0.7787,0.231,0.025085830903485182,0.3448000000000002,0.011034071999999284,64.74323849972691,none_ferroelectric
NbPO5,mp-556918,COMPLETED,0.1551,0.0011,29,2.2581,0.0768,0.025,-0.0046410438300449105,0.09399999999999986,-0.000605449999998342,4.020326841267374,ferroelectric
LiMnPO4,mp-780646,COMPLETED,1.1483,0.0625,29,3.1529000000000003,0.5479,0.206,0.07101655032684051,-0.2570999999999999,-0.06674566821428662,13.017072035832152,none_ferroelectric
CsZnPO4,mp-559752,COMPLETED,0.6514,0.013,29,3.9656,0.2985,0.159,-0.02062173953981744,0.07760000000000034,0.012272304642857002,0.96244995674462,ferroelectric
LiMnPO4,mp-761551,COMPLETED,1.0466,0.0721,29,3.0320000000000005,0.5574,1.018,0.03686545061310736,-1.1410999999999993,0.01443030357142927,23.169574518117827,none_ferroelectric
PbN6,mp-620058,COMPLETED,0.1537,0.0081,29,2.2917999999999994,0.0432,0.044,0.012118816880240151,0.0055000000000005045,-0.00032794464285679226,0.4294602477286444,ferroelectric
LiMnPO4,mp-766735,COMPLETED,0.8046,0.0479,29,3.3658999999999994,0.4182,0.555,0.009003011796322789,-0.7914999999999996,0.02986187000000129,5.3237804433412785,none_ferroelectric
Li2FeF4,mp-777471,COMPLETED,1.0832,0.05,30,3.5611999999999995,0.6022,0.466,-0.04433121067983025,0.10900000000000043,0.04505446285714321,57.169818200651285,none_ferroelectric
LiVSiO4,mp-767103,COMPLETED,1.3424,0.0654,29,2.635,0.7966,0.281,0.4188021400924539,1.2504999999999993,0.018772486428570545,1.6973644948681224,none_ferroelectric
LiCrPO4,mp-761399,COMPLETED,1.3641,0.0769,30,2.6497,0.702,0.786,0.2196104365609762,1.3781999999999996,0.02763620642857134,38.154515386568235,none_ferroelectric
LiCuPO4,mp-752507,DEFUSED,1.1878,0.0851,30,0.11529999999999996,0.6542,0.997,0.1577738974090285,0.0,null,null,none_ferroelectric
LiFePO4,mp-766763,COMPLETED,1.3306,0.0868,30,3.3203000000000005,0.667,1.042,0.21810986755461653,-0.3017000000000003,0.01312685035714356,25.22057884725713,none_ferroelectric
LiMnPO4,mp-780646,COMPLETED,1.3731,0.0826,30,3.1529000000000003,0.7777,1.207,0.09485395326330592,-0.06330000000000036,0.010813681071429215,13.017094694595102,none_ferroelectric
CaAl2Si2(H2O5)2,mp-24603,COMPLETED,0.7446,0.0045,30,5.0509,0.1324,0.032,-0.00420620312674378,-0.07600000000000051,0.004739087236841577,4.19884280247736,ferroelectric
LiCuPO4,mp-757209,DEFUSED,1.4621,0.057,29,0.30379999999999985,0.7867,0.499,0.20008596479600474,0.16220000000000012,null,null,none_ferroelectric
InCl,mp-571636,COMPLETED,0.036,0.0021,27,1.4193000000000002,0.036,0.022,0.004053529098810951,0.03510000000000035,-0.00012354749999987646,3.812813787627579,ferroelectric
SiO2,mp-554089,COMPLETED,1.4256,0.1066,39,5.6545,1.4284,0.498,0.06878372457645256,0.8956999999999997,0.4149853858333339,89.04400616476215,none_ferroelectric
LiMnPO4,mp-867520,COMPLETED,1.3679,0.0782,30,3.0149,0.6698,0.919,0.22398591391197786,-0.20280000000000076,0.00952270071428618,24.597299800214458,none_ferroelectric
SiO2,mp-554089,COMPLETED,1.4254,0.1053,192,5.6545,1.5035,0.806,0.882217271327636,3.9208,1.2688795549999998,89.93015026003735,none_ferroelectric
LiNiPO4,mp-772673,DEFUSED,1.3184,0.0873,30,3.3311,0.6942,1.105,0.1703806540375621,0.7569000000000004,null,null,none_ferroelectric
Ag2BiO3,mp-23558,DEFUSED,0.1746,0.0032,18,0.3836999999999997,0.058,0.028,-0.0014714715340160339,0.3843000000000001,null,null,none_ferroelectric
Ag2WO4,mp-637188,COMPLETED,0.3335,0.0092,24,1.7994,0.0445,0.016,-0.010162876237796187,-0.26900000000000013,-0.0025972525000002022,1.014265609274019,ferroelectric
Ag2S,mp-32669,COMPLETED,0.1011,0.0053,27,1.3763999999999998,0.0555,0.044,0.007088346921888882,0.2113999999999998,0.00257403583333371,0.39760551607449096,ferroelectric
Sr2Ta2O7,mp-13664,COMPLETED,0.0841,0.0002,27,2.9282000000000004,0.0219,0.01,-0.0005298623704643617,0.01869999999999994,-5.6473863635275734e-05,2.9891032211122326,ferroelectric
Li2VOF4,mp-764695,DEFUSED,1.1765,0.0097,27,1.6902,0.3288,0.113,-0.01933829289518496,-0.02960000000000007,null,null,none_ferroelectric
Cs2PbO3,mp-21521,COMPLETED,0.2847,0.0016,27,1.4042,0.1303,0.036,0.002871322889579083,0.01869999999999994,0.0004189599999993021,7.2182174632884,ferroelectric
Ca3Mn2O7,mp-19042,FIZZLED,0.3341,0.0078,27,0.29990000000000006,0.1541,0.081,0.0015929680399803963,0.2564000000000002,null,null,none_ferroelectric
FeHO2,mp-626102,DEFUSED,0.3016,0.0177,27,1.9061,0.126,0.095,0.0689506867416617,0.038300000000000445,null,null,none_ferroelectric
Ag2S,mp-32669,COMPLETED,0.6648,0.0344,28,1.3763999999999998,0.4796,0.28,0.08925684351653096,1.2957999999999998,0.0820131316666668,48.87414375307055,none_ferroelectric
U(HO2)2,mp-626885,COMPLETED,0.6187,0.0674,28,1.8502999999999998,0.1709,0.509,0.033425973345484555,0.0871000000000004,0.09525655749999995,2.8537490324538464,ferroelectric
Ag10Te4Br3,mp-568386,COMPLETED,0.7017,0.0011,27,0.8677999999999999,0.1081,0.026,-0.0030228150526769855,0.04640000000000022,-0.0024130514705880124,3.8627579800946044,ferroelectric
SiO2,mp-16964,COMPLETED,0.614,0.0118,27,5.667,0.1904,0.113,-0.045202168937115955,0.25349999999999984,0.004192539722220445,0.160251867827613,ferroelectric
HBr,mp-632229,COMPLETED,1.3492,0.2445,33,4.7593,1.1346,0.907,-0.05657952791469981,3.085,0.3193463687500002,72.51796220928972,none_ferroelectric
U(HO2)2,mp-626885,COMPLETED,0.1343,0.0138,28,1.8502999999999998,0.0503,0.104,0.004122960456953774,0.22300000000000075,-0.003663963571428397,2.8534054939863736,ferroelectric
CdTe,mp-685146,DEFUSED,0.9265,0.147,189,0.0,0.832,2.174,0.26156537005298935,0.6234,null,null,none_ferroelectric
HCl,mp-632326,DEFUSED,1.2785,0.1119,189,0.0,1.0927,0.979,1.0541612412877055,5.8162,null,null,none_ferroelectric
HBr,mp-632229,DEFUSED,1.3492,0.1007,189,0.0,1.1346,0.962,0.8579197042767379,4.681,null,null,none_ferroelectric
SiO2,mp-557264,COMPLETED,0.6578,0.0227,28,5.4282,0.2837,0.182,-0.06990907101845278,0.06630000000000003,0.003722883333333371,0.1617452244896291,ferroelectric
Cu8O,mp-704745,DEFUSED,0.7143,0.0596,27,0.0,0.2037,0.128,0.01787048536852966,0.0,null,null,none_ferroelectric
SiO2,mp-556218,COMPLETED,0.4856,0.008,27,5.602,0.1332,0.086,-0.027798182695343798,0.46689999999999987,0.0037797908333327968,0.00906957886036552,ferroelectric
TlF,mp-558134,COMPLETED,0.6506,0.0382,186,3.1073999999999997,0.4623,0.455,0.021284761032314442,0.8008000000000006,0.030002046249999914,6.37188322531995,ferroelectric
PbF2,mp-685150,COMPLETED,0.1022,0.0021,184,4.3727,0.1071,0.023,0.009858363201507911,-0.02439999999999909,-0.002351110833334502,5.016909931169435,ferroelectric
Al11AgO17,mp-849760,COMPLETED,1.118,0.0007,23,3.1460000000000004,0.1003,0.014,-0.001362384167896605,0.1768999999999994,0.00041265043103333454,2.3879534767122976,ferroelectric
Na2FeNiF7,mp-566483,DEFUSED,0.0581,0.0006,30,2.7534,0.0112,0.003,0.0028618143361154843,0.0047999999999999154,null,null,none_ferroelectric
LiB13C2,mp-638070,COMPLETED,0.0551,0.0003,30,2.5549,0.0172,0.008,-1.2579874507903254e-05,0.10939999999999994,-7.223249999999126e-05,0.7817034264120399,ferroelectric
Rb3Mg,mp-974981,DEFUSED,0.649,0.1237,95,0.0,0.3383,1.358,0.0558349011699495,0.0,null,null,none_ferroelectric
RbHF2,mp-677103,COMPLETED,0.0713,0.0044,94,6.6571,0.0377,0.031,-0.0002908953985796176,-0.0246000000000004,-0.0011934731250002883,1.550994258057149,ferroelectric
Na2MgAlF7,mp-19931,COMPLETED,0.2056,0.0004,28,6.6627,0.0386,0.008,0.0003309614282319377,0.013799999999999812,-0.00023642681818181188,1.053385936820778,ferroelectric
MgIn3,mp-973320,DEFUSED,0.4848,0.158,95,0.0,0.3142,1.867,0.010937951561250594,0.0,null,null,none_ferroelectric
Ba(FeS2)2,mp-675078,DEFUSED,0.2845,0.0039,8,0.0,0.1029,0.036,0.008570539370312427,0.0,null,null,none_ferroelectric
BaTiO3,mp-5986,COMPLETED,0.1523,0.0145,122,1.847,0.0564,0.085,0.02727423147053611,0.06159999999999988,0.011334081999998524,45.90206751620079,ferroelectric
Ba(FeS2)2,mp-675078,DEFUSED,0.799,0.0149,18,0.0,0.4042,0.101,-0.07187487244588986,0.0,null,null,none_ferroelectric
EuBaFe2O5,mp-639347,DEFUSED,0.085,0.0004,24,0.0,0.0195,0.009,-0.0011965556443157739,-0.2684999999999995,null,null,none_ferroelectric
BaTiO3,mp-12992,COMPLETED,0.1551,0.0152,122,1.8485999999999998,0.0579,0.089,0.028481651693227493,0.06520000000000037,0.011368860000001035,46.69829133318095,ferroelectric
KNbO3,mp-4342,COMPLETED,0.1468,0.0129,122,1.5627999999999997,0.0532,0.079,0.025037286386557105,0.05489999999999995,0.01070315399999977,48.67171879785538,ferroelectric
SrHfO3,mp-13108,COMPLETED,0.1144,0.0007,122,3.7929000000000004,0.036,0.021,0.0011930643069005293,0.0035000000000002807,1.5635999998764305e-05,15.12745462281164,ferroelectric
TiPbO3,mp-20459,COMPLETED,0.4808,0.0434,122,1.9584000000000001,0.1724,0.291,0.09952848108555129,0.23159999999999936,0.040011545999999676,116.76333533611641,ferroelectric
U,mp-43,DEFUSED,0.225,0.0041,34,0.0,0.1436,0.048,0.005153750081142098,0.0,null,null,none_ferroelectric
K2Zn6O7,mp-559112,COMPLETED,0.2126,0.002,34,0.7946,0.0683,0.024,0.0014815540617569394,0.02729999999999988,-0.0009320516666662115,2.5348778457751187,ferroelectric
Cr2S3,mp-849081,DEFUSED,0.0713,0.0152,2,0.04550000000000054,0.0188,0.065,-0.00269934696153581,0.0,null,null,none_ferroelectric
Ag3SI,mp-22995,COMPLETED,1.0992,0.0093,9,0.5133999999999999,0.6441,0.201,-0.024136215452194958,0.19750000000000023,0.010855524666666838,11.736847646123293,ferroelectric
Na2Ti3Cl8,mp-569978,DEFUSED,0.3648,0.0239,6,0.44090000000000007,0.1151,0.104,-0.07217688597643532,0.4333999999999998,null,null,none_ferroelectric
Al3Pb5F19,mp-541732,COMPLETED,0.7231,0.0122,32,5.1744,0.348,0.122,0.0010724242424286405,0.32260000000000044,0.020451596481481538,13.864083449536132,ferroelectric
La(HO)3,mp-625733,COMPLETED,0.1852,0.0026,3,3.9998,0.2,0.064,-0.007821982950656682,0.30359999999999987,-0.0016480314285711728,17.909113318718358,ferroelectric
LiNbO3,mp-3731,COMPLETED,1.3009,0.0068,6,3.3609,1.0928,0.341,-0.001570946288641088,1.0115000000000003,0.030776858333333657,84.52997623663585,none_ferroelectric
Y(HO)3,mp-625677,COMPLETED,0.0844,0.0036,3,3.8902,0.0913,0.042,-0.003962684128637173,0.15829999999999966,-0.0009782228571424412,7.734751239256424,ferroelectric
SiO2,mp-554946,COMPLETED,0.5479,0.005,75,5.7087,0.0702,0.017,0.018551810233484862,0.025300000000000544,0.005000878368055517,0.026273728393374954,ferroelectric
Ca5P3ClO12,mp-39460,COMPLETED,0.4444,0.0015,3,5.369,0.0768,0.017,0.0037464797860273665,0.0779999999999994,0.0006324366666667913,2.13163643978677,ferroelectric
WO3,mp-32662,COMPLETED,0.2426,0.0014,8,1.4794,0.2059,0.022,0.0008426172103591869,0.20350000000000001,0.0005751175000003883,21.03226886394258,ferroelectric
NdF3,mp-18511,COMPLETED,1.1394,0.0092,8,7.6575999999999995,0.4496,0.107,0.022124865809893732,2.2177999999999995,0.17140859416666743,17.586894579943618,ferroelectric
Tm2NiAs2,mp-568266,DEFUSED,0.1668,0.0034,8,0.0,0.0547,0.019,-0.0044514071969066205,0.0,null,null,none_ferroelectric
V6PbO11,mp-619128,DEFUSED,0.3643,0.0037,8,0.5440999999999994,0.0589,0.015,0.017475680910220028,-0.02090000000000014,null,null,none_ferroelectric
AlN,mp-661,COMPLETED,0.2974,0.058,8,4.0631,0.2974,0.375,0.06896821839844502,0.7887999999999993,0.11528795999999986,133.00769581069008,none_ferroelectric
NaV6O11,mp-25156,DEFUSED,0.2571,0.0004,8,0.34360000000000035,0.0379,0.005,0.000737180837546746,-0.06669999999999998,null,null,none_ferroelectric
K6BiH3(Cl2F)4,mp-696998,COMPLETED,0.1546,0.0018,8,4.1915000000000004,0.0424,0.012,-0.0015983511609886179,0.018299999999999983,-0.0006491838636364378,0.07480512676425194,ferroelectric
LiIO3,mp-613442,DEFUSED,0.5131,0.037,9,3.7578000000000005,0.4521,0.164,0.22493545181413876,3.6860999999999997,null,null,none_ferroelectric
LiIO3,mp-22955,DEFUSED,0.4819,0.0382,9,3.7228000000000003,0.4306,0.166,0.23154672755626943,3.6522000000000006,null,null,none_ferroelectric
CeCuSn,mp-22683,DEFUSED,0.3136,0.0093,8,0.0034000000000000696,0.1841,0.074,-0.0070919290779414635,-0.0008999999999996788,null,null,none_ferroelectric
YbCuBi,mp-22953,DEFUSED,0.4631,0.0188,8,0.0,0.2717,0.124,-0.034300857218459116,0.0,null,null,none_ferroelectric
YbCuGe,mp-567768,DEFUSED,0.0495,0.0008,8,0.0,0.0297,0.009,-0.0011391441640970883,0.0,null,null,none_ferroelectric
YbCuSb,mp-11701,DEFUSED,0.3876,0.0251,8,0.0,0.2298,0.137,-0.04409723914046954,0.0,null,null,none_ferroelectric
BaNiO3,mp-19241,COMPLETED,0.0449,0.0005,8,1.5124,0.0237,0.005,0.0023765958677496356,0.006299999999999972,0.00023915800000029463,3.7300560914505074,ferroelectric
CsCrCl3,mp-610955,DEFUSED,0.0759,0.0012,8,0.0,0.04,0.011,-0.0002330300415804492,0.0,null,null,none_ferroelectric
Ag3SI,mp-675879,COMPLETED,1.0034,0.0108,151,0.2959999999999998,0.3552,0.163,-0.33978017853837755,-0.02159999999999984,0.002244299000000005,0.6818556184109237,ferroelectric
Ga(MoS2)4,mp-559694,DEFUSED,0.0717,0.0045,56,0.0,0.0154,0.02,-0.2510139403602204,0.03200000000000003,null,null,none_ferroelectric
RbCrCl3,mp-568864,DEFUSED,0.2653,0.0061,7,0.4712000000000003,0.08,0.042,1.0359658209108662,0.30859999999999976,null,null,none_ferroelectric
LiMnO2,mp-775531,DEFUSED,1.3669,0.3838,3,0.98,0.577,6.042,1.0269586706934186,-0.3500999999999994,null,null,none_ferroelectric
Ag3SI,mp-22995,FIZZLED,0.598,0.0061,75,0.5133999999999999,0.3624,0.107,1.907775722810102,-0.08150000000000013,null,null,none_ferroelectric
RbVBr3,mp-29314,DEFUSED,0.2218,0.0021,9,0.625,0.184,0.042,2.015499333771506,0.021399999999999864,null,null,none_ferroelectric
ScFeO3,mp-771123,DEFUSED,0.3664,0.0106,9,0.9497,0.1678,0.066,1.9203227325157004,-0.10829999999999984,null,null,none_ferroelectric
RbMnBr3,mp-568231,DEFUSED,0.4594,0.0046,9,1.2368999999999999,0.344,0.081,2.0014182538822856,0.06450000000000022,null,null,none_ferroelectric
VO2,mp-715553,DEFUSED,1.0041,0.2555,57,0.8512,0.2261,4.019,1.1903737684015165,-0.08610000000000007,null,null,none_ferroelectric
WO3,mp-32662,COMPLETED,0.1258,0.0006,6,1.4794,0.1101,0.012,1.0026136562220893,0.34620000000000006,0.0013545383333335437,21.03220229579895,ferroelectric
WO3,mp-32662,COMPLETED,0.1258,0.0005,6,1.4794,0.1099,0.012,1.000278769039887,0.3492000000000002,0.0013647312499998066,21.032238022596076,ferroelectric
Cs4CO4,mp-562815,COMPLETED,0.2524,0.0078,69,1.598,0.0949,0.053,2.0196293976307302,0.1413000000000002,-0.002841282222222574,1.6948870910735052,ferroelectric
Ni(HO)2,mp-626843,DEFUSED,0.2402,0.0157,161,1.8653,0.1281,0.079,-0.33369618338946094,0.04260000000000019,null,null,none_ferroelectric
BaMnO3,mp-19267,DEFUSED,0.5583,0.0041,9,2.0862,0.4034,0.104,2.0495772716465197,0.14279999999999982,null,null,none_ferroelectric
Ti3(BiO3)4,mp-622198,COMPLETED,0.4257,0.0059,98,1.6116000000000001,0.0994,0.03,1.0487474859761527,0.25150000000000006,0.023300726973683794,11.461587904564475,ferroelectric
K4CO4,mp-545630,COMPLETED,0.3293,0.035,55,1.9490000000000003,0.1186,0.176,2.062178063474157,-0.15890000000000004,-0.0019213318518511713,14.589204277105036,ferroelectric
K3SbS4,mp-9781,COMPLETED,0.63,0.0141,181,2.1681999999999997,0.274,0.13,1.0210137315993044,0.035800000000000054,0.007755045312499931,1.0330545645303657,ferroelectric
Rb4CO4,mp-550314,COMPLETED,0.1074,0.0037,69,1.7222,0.0405,0.017,2.0540242507781175,0.11109999999999998,-0.0005463433333323664,0.5985548903666416,ferroelectric
Na4CO4,mp-552623,COMPLETED,0.1251,0.0061,69,1.9009999999999998,0.0471,0.036,2.022944594956214,0.24020000000000064,-0.0011342107407408264,3.5549349863801454,ferroelectric
LiVF4,mp-764895,COMPLETED,1.4894,0.0774,6,2.3026999999999997,0.6597,0.805,1.0033760886202066,0.1629999999999998,0.048768874166666976,47.754352130544994,none_ferroelectric
Sn3(HO2)2,mp-625789,COMPLETED,1.2619,0.0314,105,2.4655,0.1729,0.086,1.298480882441625,-0.09930000000000039,-0.007729701944443335,1.6084282761572544,ferroelectric
K4CO4,mp-545387,COMPLETED,0.1234,0.0076,69,2.2769000000000004,0.0472,0.04,1.9856326139212304,0.03400000000000025,-0.0010115299999995386,2.5822236415466002,ferroelectric
CsPbCl3,mp-675524,COMPLETED,0.5515,0.0022,183,2.5799,0.1448,0.049,2.9975653047039033,0.22380000000000022,0.007265081500000381,2.258054614951274,ferroelectric
Na4CO4,mp-552941,COMPLETED,1.3447,0.0181,69,2.16,0.4052,0.16,2.2421122495051287,0.43620000000000037,0.15332967296296296,56.23399321271252,none_ferroelectric
Li2FeSiO4,mp-764344,COMPLETED,1.4503,0.0996,16,2.9829000000000003,0.5965,0.374,-0.5182394501818766,-0.03390000000000004,-0.012987942499999683,76.08479924824172,none_ferroelectric
SrTa2Bi2O9,mp-23089,COMPLETED,0.4928,0.0057,103,2.4901999999999997,0.2239,0.082,1.057663609579941,0.49279999999999946,0.0281157076785723,36.88875046191468,ferroelectric
SrTa2Bi2O9,mp-559951,COMPLETED,0.4719,0.0055,98,2.3015,0.1723,0.069,1.0542720041306266,0.3039999999999998,0.018975410535714943,38.27998082011226,ferroelectric
NaHO,mp-626000,COMPLETED,0.1851,0.0078,59,2.9884,0.1166,0.092,-0.5063032952294763,0.18590000000000018,0.0010230133333335445,10.704577613503462,ferroelectric
Li2CoSiO4,mp-764958,DEFUSED,1.4513,0.1093,16,2.9398,0.5951,0.405,-0.5151951857847515,0.13310000000000066,null,null,none_ferroelectric
YScO3,mp-769007,COMPLETED,0.3213,0.0039,9,3.1353,0.1472,0.038,1.9633440050577695,-0.06300000000000017,0.010857856666666166,6.5620255547013295,ferroelectric
ScGaO3,mp-769079,COMPLETED,0.3469,0.0089,9,3.157,0.1563,0.062,1.9563741232212946,0.4718,0.013282816666666086,10.011743469318208,ferroelectric
CsPbF3,mp-20282,COMPLETED,0.3961,0.0081,60,3.3521,0.328,0.071,4.910649822587029,0.41419999999999924,0.004607006333332997,0.6725610342428398,ferroelectric
Li4CO4,mp-550593,COMPLETED,0.126,0.0129,55,4.21,0.056,0.064,2.092827907067164,-0.17849999999999966,0.0033483625925931904,16.64126265357427,ferroelectric
LuGaO3,mp-768505,COMPLETED,0.3028,0.0013,9,2.8871999999999995,0.1462,0.032,2.002124674607148,0.3870999999999998,0.02123250833333401,8.04901898360506,ferroelectric
Rb6Si10O23,mp-555837,COMPLETED,0.5834,0.0067,151,4.2364,0.1304,0.047,0.9457360454395349,0.2023999999999999,0.007748736410255752,0.546235149245207,ferroelectric
LiZr2(PO4)3,mp-681439,COMPLETED,1.2117,0.0077,162,4.222700000000001,0.1009,0.051,-0.31035404324732785,0.10189999999999966,0.0027633176388901504,8.022822529262175,ferroelectric
YMnO3,mp-19385,DEFUSED,0.2817,0.0056,9,0.013100000000000112,0.1439,0.048,1.9868592988977778,null,null,null,none_ferroelectric
YMnO3,mp-19385,DEFUSED,0.2817,0.0054,9,0.013100000000000112,0.1439,0.047,1.9967332658483614,null,null,null,none_ferroelectric
Rb6Si10O23,mp-27376,COMPLETED,0.6683,0.0088,151,4.3301,0.1391,0.046,0.9147937213630544,0.29579999999999984,0.012879794871794914,0.09623742267891017,ferroelectric
MgH2,mp-569051,DEFUSED,0.9478,0.012,196,2.365,0.7112,0.252,0.0048614676011633235,null,null,null,none_ferroelectric
FeBiO3,mp-24932,DEFUSED,0.4764,0.0118,60,1.9013999999999998,0.4487,0.095,5.337454322745693,null,null,null,none_ferroelectric
RbP(HO2)2,mp-23667,COMPLETED,0.2242,0.0112,79,5.246600000000001,0.0965,0.032,1.0538567502255927,-0.17149999999999999,0.005859588906250046,5.44877924437746,ferroelectric
AlBiO3,mvc-3494,COMPLETED,1.2342,0.0307,9,0.7707999999999995,0.4903,0.185,1.7696347783480344,null,0.34763534366666704,4.827182621713455,none_ferroelectric
