Material_Name,Material_ID,Workflow_Status,Max_Distortion (Å),Spontaneous_Strain (unitless),Symmetry_Change (Delta_SG),Bandgap (eV),Avg_Distortion (Å),Structural_Delta,Volume_Change_Ratio,Delta_Bandgap (eV),Delta_E (eV/atom),Ps (uC/cm2),Label
AlCoO3,mvc-3774,DEFUSED,0.6531,0.0092,9,0.0,0.1757,0.066,2.027597505517408,null,null,null,none_ferroelectric
Li4CO4,mp-550498,COMPLETED,0.1502,0.0131,116,4.7565,0.0488,0.04,-0.005027640638974971,null,-0.001042028888888602,0.07098061838987384,ferroelectric
BaTiO3,mp-5020,COMPLETED,0.1673,0.0062,61,2.5252000000000003,0.077,0.029,2.0935521481736687,null,0.014369390666666426,49.925347349669174,ferroelectric
NiAs,mp-590,DEFUSED,0.0522,0.0004,158,0.0,0.0313,0.009,4.991710157960616,null,null,null,none_ferroelectric
KP(HO2)2,mp-23959,COMPLETED,0.213,0.0039,79,5.4302,0.0936,0.028,1.0356990038157925,-0.17209999999999948,0.004811890312499401,5.198006398163373,ferroelectric
NaNbO3,mp-4681,COMPLETED,0.3999,0.0113,101,2.3575,0.1699,0.143,1.012733576876167,null,0.01503030900000013,53.925184466330485,ferroelectric
KNbO3,mp-7375,COMPLETED,0.1511,0.0048,61,2.3108,0.068,0.023,2.0727592962392065,null,0.012906513333333258,50.74475326201998,ferroelectric
KNbO3,mp-5246,COMPLETED,0.1549,0.009,183,2.0919,0.054,0.08,1.0523750820234572,null,0.012772314999999423,51.34322862455768,ferroelectric
BaVS3,mp-3451,DEFUSED,0.2935,0.0061,158,0.0,0.1154,0.06,0.9950493763542891,null,null,null,none_ferroelectric
Nb2Bi2PbO9,mp-583454,COMPLETED,0.495,0.007,103,2.3162000000000003,0.2377,0.078,1.0718236546092377,null,0.0410943291071435,38.05432040852675,ferroelectric
Ga(MoSe2)4,mp-567394,DEFUSED,0.0632,0.0051,56,0.1997,0.0153,0.022,-0.24928135381659416,null,null,null,none_ferroelectric
BaAl2O4,mp-4202,COMPLETED,0.5439,0.0047,9,4.1059,0.1536,0.047,2.9887917291118096,null,0.0036094010714284863,0.3211707684588515,ferroelectric
BaTiO3,mp-5777,COMPLETED,0.1671,0.0108,183,2.3554999999999997,0.0592,0.095,1.062440240939358,null,0.013891981999998748,49.87601961601516,ferroelectric
Al(MoS2)4,mp-554868,DEFUSED,0.0519,0.0043,56,0.10379999999999967,0.014,0.02,-0.24837658642101335,null,null,null,none_ferroelectric
AlCrO3,mvc-3775,DEFUSED,0.3614,0.0032,9,0.0,0.1098,0.03,1.9811174150432476,null,null,null,none_ferroelectric
Ag3SI,mp-675879,COMPLETED,0.7567,0.0087,217,0.2959999999999998,0.3293,0.146,0.9672532160353791,null,0.041339763999999946,0.6859732938969156,ferroelectric
BaAl2O4,mp-4202,COMPLETED,0.5438,0.0046,9,4.1059,0.1538,0.047,-0.002468008223084129,null,0.0036055619642860748,0.31764153432301506,ferroelectric
LiCrPO4,mp-761391,DEFUSED,1.0567,0.0435,58,2.3641,0.2257,0.256,0.12695472337966765,null,null,null,none_ferroelectric
YFeO3,mvc-3751,DEFUSED,0.2839,0.0012,9,1.2931999999999997,0.145,0.028,1.982255064440543,null,null,null,none_ferroelectric
LiNiPO4,mp-763061,COMPLETED,0.8107,0.0328,30,3.1224,0.3456,0.402,0.03753596077373483,null,-0.06537041785714326,7.19832788216035,none_ferroelectric
LiMnPO4,mp-761562,DEFUSED,0.9955,0.0109,30,3.2817000000000003,0.235,0.155,2.0874508157130482,null,null,null,none_ferroelectric
UPt,mp-542817,DEFUSED,0.2906,0.0417,59,0.0,0.1255,0.12,0.9725187557174969,null,null,null,none_ferroelectric
Ca3Mn2O7,mvc-11576,DEFUSED,0.4298,0.0026,103,0.0,0.2172,0.078,1.0020770199349875,null,null,null,none_ferroelectric
LiP3(WO6)2,mp-763531,COMPLETED,0.7647,0.0032,162,2.5228,0.0609,0.029,-0.32478158353271286,null,0.0017762788888902037,5.060376030952507,none_ferroelectric
Ca3Mn2O7,mvc-11576,FIZZLED,0.326,0.0082,27,0.2947000000000002,0.1517,0.085,-0.00225176480903259,null,null,null,none_ferroelectric
SiO2,mp-555235,COMPLETED,0.6783,0.0183,185,5.503299999999999,0.2286,0.079,0.851931545121255,null,0.008301402083333187,0.06809948784836978,ferroelectric
Mn3B7IO13,mp-31917,DEFUSED,0.4385,0.0028,190,3.7076000000000002,0.0597,0.028,-0.49407632028367743,null,null,null,none_ferroelectric
LiFePO4,mp-762593,COMPLETED,1.0364,0.0186,30,3.4073,0.2811,0.213,2.14788031830729,null,0.01649258238095186,5.176439792871701,none_ferroelectric
Al(MoS2)4,mvc-16083,DEFUSED,0.0519,0.0043,56,0.10379999999999967,0.014,0.02,-0.248376473322319,null,null,null,none_ferroelectric
CaF2,mp-560030,COMPLETED,0.7198,0.0383,97,6.277200000000001,0.5037,0.474,1.0706404458901586,null,0.05776041166666701,16.50766564927619,ferroelectric
YTiO3,mvc-3431,DEFUSED,0.3338,0.0026,9,0.0,0.1557,0.035,1.970223922003356,null,null,null,none_ferroelectric
YMnO3,mvc-16316,DEFUSED,0.2867,0.0048,9,0.012299999999999756,0.1444,0.044,1.9888777167569875,null,null,null,none_ferroelectric
Ca3Mn2O7,mp-19042,DEFUSED,0.4377,0.0025,103,0.0,0.2222,0.074,1.009791843187293,null,null,null,none_ferroelectric
CrO3,mvc-13999,DEFUSED,0.6842,0.0231,9,1.1846,0.4148,0.16,1.8824313591161792,null,null,null,none_ferroelectric
FeO2,mvc-12125,DEFUSED,1.469,0.0036,6,0.0,0.2665,0.047,2.929786461657077,null,null,null,none_ferroelectric
YSnO3,mvc-3464,DEFUSED,0.382,0.0037,9,0.0,0.157,0.038,1.9670323769976692,null,null,null,none_ferroelectric
YSbO3,mvc-3460,COMPLETED,0.4366,0.0056,9,1.4773000000000005,0.1717,0.042,1.938259063217647,null,0.017127253666665787,7.522544888183601,ferroelectric
YBiO3,mvc-3479,COMPLETED,0.6475,0.0038,9,2.0538000000000003,0.2442,0.04,1.9421132089423305,null,0.03495402833333383,9.682941966845387,ferroelectric
BiO2,mvc-9645,DEFUSED,0.4279,0.0116,65,0.0,0.1507,0.086,2.0839906698406967,null,null,null,none_ferroelectric
K2SeO4,mp-557025,COMPLETED,0.3809,0.002,29,3.6536999999999997,0.079,0.033,1.9838122481523872,null,9.971226190508276e-05,0.7152140665582213,ferroelectric
WO3,mvc-13988,DEFUSED,0.431,0.0103,9,0.0,0.3074,0.092,2.05301392144015,null,null,null,none_ferroelectric
YCrO3,mvc-3768,DEFUSED,0.3014,0.002,9,0.0,0.1432,0.028,1.9698214470375546,null,null,null,none_ferroelectric
YMnO3,mvc-16316,DEFUSED,0.2867,0.0046,9,0.012299999999999756,0.1445,0.044,1.998758356198385,null,null,null,none_ferroelectric
YCoO3,mvc-3765,DEFUSED,0.2797,0.0113,9,0.6309,0.1448,0.067,1.9372912105416342,null,null,null,none_ferroelectric
YMoO3,mvc-3769,DEFUSED,0.4687,0.003,9,0.6596000000000002,0.1783,0.038,1.9725380029817257,null,null,null,none_ferroelectric
LiVF6,mp-765122,COMPLETED,1.3904,0.066,192,3.1606,0.6901,0.516,-0.08978689901390041,null,-0.023728989999999506,1.2694665411712924,ferroelectric
YNiO3,mvc-3773,DEFUSED,0.2868,0.0028,9,0.0,0.1339,0.032,2.0341509402146696,null,null,null,none_ferroelectric
CdTe,mp-685146,DEFUSED,0.9046,0.1274,27,0.6115999999999999,0.7249,1.706,0.20394852501786048,null,null,null,none_ferroelectric
LiVPO4,mp-765022,COMPLETED,0.141,0.0002,30,2.667,0.0271,0.009,2.0026326111060384,null,-0.0018021978571436392,0.12686514784298233,none_ferroelectric
LiMnPO4,mp-766735,COMPLETED,0.9414,0.0401,30,3.3669000000000002,0.3929,0.486,0.024951533268977262,null,-0.037352056428570535,5.334982763044047,none_ferroelectric
LiNiPO4,mp-766636,DEFUSED,1.2711,0.0276,30,2.9095000000000004,0.2788,0.358,2.03745014520744,null,null,null,none_ferroelectric
BaTiO3,mp-995191,DEFUSED,0.077,0.0019,85,0.07609999999999983,0.0283,0.017,1.0069075635154077,null,null,null,none_ferroelectric
LiCuPO4,mp-769278,DEFUSED,1.4179,0.0945,59,0.5329999999999999,0.3309,1.182,0.21406650835933927,null,null,null,none_ferroelectric
YWO3,mvc-3772,DEFUSED,0.3659,0.0031,9,0.0,0.1581,0.028,1.9528077679885696,null,null,null,none_ferroelectric
BC2N,mp-629458,DEFUSED,1.2829,0.0049,90,1.8267999999999986,0.5563,0.551,-0.021310141056687323,null,null,null,none_ferroelectric
KP(HO2)2,mp-757909,COMPLETED,0.3568,0.0026,5,5.244199999999999,0.0442,0.035,3.034600201363218,null,0.0025522420312498184,0.5185249526826311,ferroelectric
YVO3,mvc-3770,DEFUSED,0.2782,0.0113,9,1.0520999999999998,0.155,0.071,1.9724074794902233,null,null,null,none_ferroelectric
AlCuO3,mvc-3501,DEFUSED,0.6286,0.0284,9,0.0,0.2437,0.16,1.987858137786703,null,null,null,none_ferroelectric
AlNiO3,mvc-3776,DEFUSED,0.3891,0.0043,9,0.0,0.1249,0.039,1.991881753141618,null,null,null,none_ferroelectric
MnAlO3,mvc-3777,DEFUSED,0.191,0.0022,9,0.0,0.0577,0.018,1.991197003546517,null,null,null,none_ferroelectric
Te2Au,mp-571547,DEFUSED,0.2988,0.0125,5,0.0,0.1136,0.085,1.0875731372366582,null,null,null,none_ferroelectric
AlMoO3,mvc-3779,DEFUSED,1.2616,0.0136,9,0.7427999999999999,0.3516,0.075,1.8052017061736827,null,null,null,none_ferroelectric
SiO2,mp-553881,COMPLETED,1.3357,0.0861,53,3.5967,0.4629,0.304,0.3769910275366457,null,-0.10613918416666657,270.57900269654806,none_ferroelectric
ScBiO3,mp-555313,COMPLETED,0.6496,0.0098,212,2.6986,0.2086,0.118,7.342331004260115,null,0.32388506649999993,5.68098235243882,ferroelectric
AlBiO3,mp-551918,COMPLETED,0.3373,0.0092,60,3.0761000000000003,0.2916,0.06,5.278208122913993,null,0.06790441966666627,80.34163342829821,ferroelectric
InBiO3,mp-556892,COMPLETED,0.7689,0.0144,188,2.7737,0.5488,0.211,3.006163338106631,null,0.46703601950000007,64.74300663016113,ferroelectric
TeO3,mvc-14734,COMPLETED,0.5037,0.0129,9,0.5484,0.3215,0.082,1.8436810194525552,null,0.0017321587500003233,0.0209509554324817,ferroelectric
MoO3,mvc-13534,DEFUSED,0.4546,0.0123,9,0.0,0.3104,0.098,2.0917245746791955,null,null,null,none_ferroelectric
LaWN3,mp-989524,DEFUSED,0.1668,0.0049,6,1.2719000000000005,0.1402,0.025,0.01989431507983326,null,null,null,none_ferroelectric
LiMnSiO4,mp-762828,FIZZLED,0.2179,0.0032,30,0.21740000000000004,0.052,0.028,2.049982217009854,null,null,null,none_ferroelectric
SiO2,mp-555891,COMPLETED,0.2873,0.0085,16,5.3892,0.1185,0.087,-0.4828701050299112,null,-0.00030522583333336684,0.03637374949637734,ferroelectric
LaAl4,mp-571423,DEFUSED,0.0513,0.005,95,0.0,0.0143,0.017,1.9983732316940925,null,null,null,none_ferroelectric
LiNiPO4,mp-868169,COMPLETED,0.0841,0.001,30,3.3644999999999996,0.0139,0.012,1.9953875366136589,null,-0.0006792724999984401,0.20044776182209353,none_ferroelectric
Na4CO4,mp-645295,COMPLETED,0.4366,0.0368,207,1.7161,0.1064,0.285,1.0891448460673046,null,-0.0001885805555561504,12.6433442742676,ferroelectric
OsN,mp-999317,DEFUSED,0.4342,0.0774,185,0.0,0.4108,0.668,-0.544777881699643,null,null,null,none_ferroelectric
Rb4CO4,mp-551176,COMPLETED,0.5974,0.0455,18,1.4061000000000001,0.1965,0.159,0.0007172486846811668,null,-0.0037003300000000294,14.604631763417359,ferroelectric
K2ZnCl4,mp-647575,COMPLETED,0.6739,0.0053,29,4.5069,0.1707,0.07,1.9350323375724225,null,0.012784085833332792,0.4622657957389419,ferroelectric
Rb2ZnCl4,mp-568350,COMPLETED,0.8764,0.0092,29,4.5217,0.2124,0.095,2.080763206179483,null,0.005585320714285302,0.4849157098539263,ferroelectric
Mg3B7ClO13,mp-23087,COMPLETED,0.4768,0.0022,190,5.6888,0.0749,0.023,-0.4944811801035089,null,0.010267656145832582,0.3467107913308894,ferroelectric
NaV6O11,mp-567072,FIZZLED,0.2023,0.0074,158,0.8340999999999998,0.0324,0.011,0.97504578592917,null,null,null,none_ferroelectric
RbCrI3,mp-27442,DEFUSED,0.2951,0.0089,7,0.20940000000000003,0.0913,0.056,1.0627739083793306,null,null,null,none_ferroelectric
RbCuCl3,mp-571305,DEFUSED,0.4945,0.017,189,0.3007,0.1452,0.096,3.179182178131323,null,null,null,none_ferroelectric
Cr3B7ClO13,mp-579770,COMPLETED,0.0913,0.0005,190,2.6835,0.0122,0.006,-0.49986553977536086,null,0.00016486864583331595,1.5612591898703905,none_ferroelectric
Li2CuGe,mp-676117,DEFUSED,0.1528,0.0095,185,0.0,0.0872,0.048,-0.502573013727978,null,null,null,none_ferroelectric
K3Nb3(BO6)2,mp-557711,COMPLETED,0.1729,0.0071,163,2.3772,0.026,0.044,3.0509417705691275,null,0.003976416249999559,0.10184865431626965,ferroelectric
NaHO,mp-625996,FIZZLED,1.3436,0.0417,57,2.9276,0.2571,0.18,-0.5056680502666472,null,null,null,none_ferroelectric
Sm3RuO7,mp-555525,DEFUSED,0.5579,0.0027,30,0.13229999999999986,0.0926,0.037,0.9998518763717653,null,null,null,none_ferroelectric
Sm3OsO7,mp-555639,DEFUSED,0.5663,0.0025,30,0.24520000000000008,0.0951,0.036,0.9992284700447397,null,null,null,none_ferroelectric
Li4CO4,mp-550320,COMPLETED,1.0905,0.1627,116,5.049099999999999,0.3634,0.64,-0.11262164107821446,null,0.014206757222221533,49.00042851674225,none_ferroelectric
Cu2Se,mp-684653,DEFUSED,1.4949,0.1914,185,0.0,0.9046,0.246,-0.47488033856237416,null,null,null,none_ferroelectric
Ag2S,mp-38511,COMPLETED,0.6827,0.078,57,0.12130000000000019,0.4403,0.23,-0.46701026315343,null,0.04539725000000017,50.21930756230525,none_ferroelectric
K2ZnCl4,mp-653633,FIZZLED,0.9071,0.004,53,null,0.0701,0.042,10.969357908806911,null,null,null,none_ferroelectric
Mn3B7BrO13,mp-579836,DEFUSED,0.4857,0.0022,190,3.9496999999999995,0.0716,0.023,-0.49455487593343483,null,null,null,none_ferroelectric
Gd3RuO7,mp-683963,FIZZLED,0.5629,0.0022,30,0.1496000000000004,0.0908,0.03,0.9882785395357011,null,null,null,none_ferroelectric
SnP,mp-7526,DEFUSED,0.2077,0.0289,118,0.0,0.1469,0.17,-0.4790369440247814,null,null,null,none_ferroelectric
BaVSe3,mp-676597,DEFUSED,0.3169,0.0077,158,0.0,0.1269,0.067,0.9776896608842175,null,null,null,none_ferroelectric
H(CO)2,mp-675395,COMPLETED,0.2701,0.0087,5,2.8299,0.0136,0.02,0.9195093750304419,null,-0.0027453590000003913,3.449271702571696,ferroelectric
Rb4CO4,mp-551690,COMPLETED,1.0374,0.0845,55,0.3569,0.4315,0.536,2.176998475137069,null,-0.024269467037036918,42.784646385107585,ferroelectric
LiMnPO4,mp-690866,DEFUSED,1.4929,0.0804,58,3.4165,0.3793,1.208,0.08230844271109795,null,null,null,none_ferroelectric
Ag2S,mp-560025,COMPLETED,0.5306,0.0743,7,0.4022000000000001,0.3529,0.173,0.007333341991512209,null,-0.07614606000000013,21.05775061029651,ferroelectric
TlCoCl3,mp-567430,DEFUSED,0.2844,0.0023,9,0.0,0.2064,0.042,2.0359518291174172,null,null,null,none_ferroelectric
Ag2S,mp-560025,COMPLETED,0.7973,0.0476,60,0.4022000000000001,0.431,0.22,-0.458217120980759,null,0.0027787150000002647,17.61860727841218,none_ferroelectric
Ag2S,mp-560025,COMPLETED,1.1656,0.0758,59,0.4022000000000001,0.774,0.308,-0.4990867146993614,null,-0.07675802166666656,60.845330931940524,none_ferroelectric
Gd3OsO7,mp-567291,FIZZLED,0.9272,0.0015,30,0.2708999999999997,0.2451,0.076,0.9897268145156078,null,null,null,none_ferroelectric
BaLaCl5,mp-770427,COMPLETED,1.2576,0.0368,58,3.9835000000000003,0.3001,0.245,0.06293415053317228,null,0.013639648928571724,26.12339745251503,ferroelectric
Li2VH2OF5,mp-868263,COMPLETED,1.1264,0.0437,14,2.5014,0.1624,0.142,-0.4826962161706652,null,0.004941548636364423,10.278739234561337,none_ferroelectric
AlAgO3,mvc-3476,DEFUSED,0.9867,0.0258,9,0.04759999999999964,0.395,0.176,1.951180485711034,null,null,null,none_ferroelectric
NaAlH2CO5,mp-699136,COMPLETED,0.0615,0.0078,28,5.0381,0.0188,0.012,-0.015184155657309545,null,-0.0006389840000000646,0.7596517502289917,ferroelectric
TiAlO3,mvc-3466,DEFUSED,0.3856,0.0018,9,0.0,0.1105,0.02,1.9732977672494418,null,null,null,none_ferroelectric
BeH8(NF2)2,mp-24614,COMPLETED,0.4777,0.0106,29,6.645300000000001,0.1083,0.086,1.0326500322122758,null,0.00960308925000053,0.5830009816446601,ferroelectric
Al(HO)3,mp-625318,COMPLETED,1.4702,0.0398,1,5.0492,0.2083,0.175,-0.00020143534626284834,null,0.004201550714285851,11.48091248542711,none_ferroelectric
H5NO2,mp-625109,DEFUSED,0.9111,0.0442,7,1.7042000000000002,0.1668,0.267,-0.014809902980806635,null,null,null,none_ferroelectric
CsGeBr3,mp-642739,COMPLETED,0.2863,0.0184,213,1.7364000000000002,0.1042,0.033,1.1687490364693545,null,0.01501727800000019,19.251077930008076,ferroelectric
H2SO4,mp-625475,COMPLETED,0.8843,0.0282,10,6.1419,0.1972,0.135,0.012875608648061683,null,-0.002622926785715407,20.397519537920598,ferroelectric
BeH8(NF2)2,mp-24614,COMPLETED,0.4933,0.0059,29,6.645300000000001,0.1108,0.071,1.0360695916455567,null,0.010331823749999636,0.582973996959267,ferroelectric
LiMnPO4,mp-765846,COMPLETED,1.061,0.0787,54,3.2855,0.4139,0.883,0.235016154868074,null,-0.005198912142856393,33.852788417678696,none_ferroelectric
K4CO4,mp-551561,COMPLETED,1.0415,0.2031,116,1.9954,0.362,0.843,-0.17732335755124803,null,-0.0053267138888895005,16.64082514661696,ferroelectric
W3O8,mp-715557,DEFUSED,1.3889,0.0213,57,0.8525999999999998,0.1744,0.214,1.009088807449804,null,null,null,none_ferroelectric
VF5,mp-765140,COMPLETED,1.3474,0.0893,6,2.7645,0.64,1.006,-0.0269864768126319,null,0.0025772525000000712,1.0339554127327015,ferroelectric
CuN,mvc-13841,DEFUSED,1.3452,0.0862,185,0.0,1.0463,0.451,0.6970948670564984,null,null,null,none_ferroelectric
VF5,mp-766786,COMPLETED,1.0027,0.0336,6,3.2607,0.4083,0.247,0.04827823733384829,null,0.022939849583332617,29.721873545777612,ferroelectric
CeCu4Sn,mp-640286,DEFUSED,1.2185,0.0717,15,0.0,0.4193,0.913,-0.08653210154973909,null,null,null,none_ferroelectric
CoN,mvc-15478,DEFUSED,1.2772,0.0844,185,0.0,0.9941,0.278,0.6804520444250239,null,null,null,none_ferroelectric
CrO3,mvc-13134,COMPLETED,1.2087,0.1528,58,1.3282,0.4437,0.409,-0.267497991608766,null,-0.10287231062500002,78.16601503458497,none_ferroelectric
Rb4CO4,mp-551176,COMPLETED,1.1536,0.2125,116,1.4061000000000001,0.4002,0.826,-0.16275421878187668,null,-0.0014617505555554189,14.604597739975222,ferroelectric
Ti3(BiO3)4,mp-23427,COMPLETED,0.5337,0.0072,98,2.4387999999999996,0.2203,0.082,1.066536752585065,null,0.06262956302631562,17.0445669283368,ferroelectric
Li2Mn(SiO3)2,mp-764791,COMPLETED,0.8233,0.01,6,3.4684,0.1318,0.045,0.0009996598095469488,null,0.004695078181817358,4.926339543347873,none_ferroelectric
Co(SiO3)2,mvc-12012,DEFUSED,0.1931,0.0109,10,0.4518,0.0561,0.051,0.05203495439604124,null,null,null,none_ferroelectric
CaFeWO6,mvc-10916,DEFUSED,0.052,0.0006,208,0.0,0.015,0.008,-0.4984470942790242,null,null,null,none_ferroelectric
HCl,mp-684609,COMPLETED,0.4453,0.1294,95,5.1846,0.3149,1.739,0.19973280268496466,null,0.2731440825,57.36670932836769,none_ferroelectric
MnN,mvc-13808,DEFUSED,1.4806,0.209,210,0.0,0.4478,3.067,-0.49155596778458643,null,null,null,none_ferroelectric
Zn(FeO2)2,mvc-12661,DEFUSED,0.1195,0.007,56,1.6313999999999997,0.0126,0.012,0.003469578636521125,null,null,null,none_ferroelectric
Ca(NiO2)2,mvc-12644,DEFUSED,0.8774,0.0498,4,0.0,0.1251,0.341,0.07460006881950881,null,null,null,none_ferroelectric
Co(SiO3)2,mvc-15005,DEFUSED,0.1931,0.0109,10,0.4518,0.0561,0.051,0.05203495439604124,null,null,null,none_ferroelectric
Ca(FeO2)2,mvc-12582,DEFUSED,0.5937,0.0364,4,1.5484,0.089,0.18,0.07102341868053902,null,null,null,none_ferroelectric
Na4CO4,mp-13274,COMPLETED,1.1298,0.1715,116,2.1832000000000003,0.3939,0.509,-0.11719093363769593,null,0.009586423888888973,39.17353161225924,none_ferroelectric
Ca(FeO2)2,mvc-12583,DEFUSED,0.6406,0.0375,4,1.5486,0.0937,0.191,0.06965945182726728,null,null,null,none_ferroelectric
NaIO3,mp-559252,DEFUSED,1.3076,0.1457,32,3.3291999999999997,0.8649,2.458,0.923866610478693,null,null,null,none_ferroelectric
Li2CoBO4,mp-761299,COMPLETED,1.4733,0.0935,29,1.4138,0.8161,0.292,-0.016578124709296396,null,0.03344703531250026,5.29821806542083,none_ferroelectric
Li2CuF4,mp-753171,DEFUSED,1.4627,0.0656,57,0.6014999999999999,0.5523,0.788,-0.47499426631488745,null,null,null,none_ferroelectric
Ca2FeWO6,mvc-12913,DEFUSED,0.5617,0.0087,20,2.3764,0.2394,0.128,0.01302560141040517,null,null,null,none_ferroelectric
FeBiO3,mp-601706,FIZZLED,0.4272,0.0033,75,1.9081000000000001,0.1964,0.091,5.024835438852164,null,null,null,none_ferroelectric
Tb6Cs2Te7N2,mp-646007,COMPLETED,0.0825,0.0009,4,0.7693000000000003,0.0094,0.005,0.0043236840371686765,null,0.00030309676470618996,0.22373717036077084,ferroelectric
NaN3,mp-634410,COMPLETED,1.4232,0.1009,7,4.1107,0.6492,0.799,-0.16421795174456658,null,-0.012513150000000195,51.82285801829738,ferroelectric
LiFeSiO4,mp-766664,COMPLETED,0.1254,0.0019,30,1.6675,0.0173,0.018,1.986987220508856,null,-0.0006713833333336083,0.6414666031334185,none_ferroelectric
HCl,mp-632326,COMPLETED,1.2785,0.2169,103,5.852600000000001,1.0927,1.031,1.1592891094365383,null,0.32573095374999994,33.5543038076706,none_ferroelectric
CdCl2,mp-632403,COMPLETED,0.9428,0.141,7,3.1205,0.6356,0.826,0.08281013649641596,null,-0.04567611333333366,48.39523800048104,none_ferroelectric
RbPbF3,mp-674508,COMPLETED,0.7105,0.015,212,3.7838,0.3338,0.13,2.7987540792523666,null,0.03366350649999994,3.988577396071208,ferroelectric
V2O3,mp-553955,DEFUSED,0.9256,0.0187,158,0.9743,0.4224,0.131,-0.2648709806847685,null,null,null,none_ferroelectric
Zn(NO3)2,mp-778973,COMPLETED,1.1104,0.0101,176,3.2721,0.2223,0.079,0.908320472337737,null,-0.003834907499999929,1.1171410248576845,ferroelectric
MoO3,mp-715584,COMPLETED,0.6127,0.0225,55,1.9247,0.1917,0.265,0.04796315172274212,null,0.0635314337499997,4.668462043393284,ferroelectric
Sr(H2O3)2,mp-625871,COMPLETED,1.4339,0.0347,6,0.5464,0.3255,0.16,0.0711043745008341,null,-0.07073189454545492,9.35120526466932,none_ferroelectric
Mg(NO3)2,mp-776410,COMPLETED,1.1855,0.0091,176,3.5469999999999997,0.2375,0.068,0.9352416027380562,null,-0.00931574541666702,0.7350026782496014,ferroelectric
